All the Light We Cannot See,Anthony Doerr,18143977,4.31,470001,"['historical', 'adult', 'fiction']","['21853621', '19063', '4667024', '77203', '43641', '36809135', '10964', '22557272', '128029', '929', '19288043', '17333223', '2657', '37435', '39832183', '5043', '2429135', '13158800']","An alternate cover for this ISBN can be found hereFrom the highly acclaimed, multiple award-winning Anthony Doerr, the stunningly beautiful instant New York Times bestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.Marie-Laure lives in Paris near the Museum of Natural History, where her father works. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel.In a mining town in Germany, Werner Pfennig, an orphan, grows up with his younger sister, enchanted by a crude radio they find that brings them news and stories from places they have never seen or imagined. Werner becomes an expert at building and fixing these crucial new instruments and is enlisted to use his talent to track down the resistance. Deftly interweaving the lives of Marie-Laure and Werner, Doerr illuminates the ways, against all odds, people try to be good to one another."
Deception Point,Dan Brown,976,3.67,455610,"['fiction', 'thriller', 'mystery']","['17587594', '7869', '32499', '32542', '5358', '6802629', '2429135', '5359', '20743999', '19691', '23807', '13145', '24192', '22557272', '540020', '40604658', '32682', '19288043']","A shocking scientific discovery. A conspiracy of staggering brilliance. A thriller unlike any you've ever read....When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory—a victory with profound implications for NASA policy and the impending presidential election. To verify the authenticity of the find, the White House calls upon the skills of intelligence analyst Rachel Sexton. Accompanied by a team of experts, including the charismatic scholar Michael Tolland, Rachel travels to the Arctic and uncovers the unthinkable: evidence of scientific trickery—a bold deception that threatens to plunge the world into controversy. But before she can warn the President, Rachel and Michael are ambushed by a deadly team of assassins. Fleeing for their lives across a desolate and lethal landscape, their only hope for survival is to discover who is behind this masterful plot. The truth, they will learn, is the most shocking deception of all."
The Goldfinch,Donna Tartt,17333223,3.87,396756,"['adult', 'fiction', 'mystery']","['26792006', '43619901', '36043601', '21449526', '42931497', '27879047', '35889209', '38096424', '40407141', '37570546', '36809135', '18143977', '40097951', '187633', '6988014', '34879754', '567616', '2865']","It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mother, he clings to one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art.As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love-and at the center of a narrowing, ever more dangerous circle.The Goldfinch combines vivid characters, mesmerizing language, and suspense, while plumbing with a philosopher's calm the deepest mysteries of love, identity, and art. It is an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate."
Thirteen Reasons Why,Jay Asher,1217100,4.02,463783,"['young-adult', 'fiction', 'romance']","['6442769', '99561', '11870085', '4374400', '22628', '18692431', '18460392', '15749186', '15745753', '13335037', '6186357', '6482837', '9460487', '49750', '16068905', '2767052', '3636', '16143347']","You can’t stop the future. You can’t rewind the past.The only way to learn the secret . . . is to press play.Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Baker–his classmate and crush–who committed suicide two weeks earlier. Hannah’s voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he’ll find out why. Clay spends the night crisscrossing his town with Hannah as his guide. He becomes a firsthand witness to Hannah’s pain, and as he follows Hannah’s recorded words throughout his town, what he discovers changes his life forever."
Girl with a Pearl Earring,Tracy Chevalier,2865,3.85,467577,"['historical', 'fiction', 'romance']","['6659434', '567616', '114683', '395233', '187633', '929', '13099738', '627206', '222078', '6988014', '28078', '10505', '18405', '857502', '4989', '4667024', '203805', '4965']","With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuries - and it is this magnetic painting that lies at the heart of Tracy Chevalier's second novel of the same title.Girl with a Pearl Earring centers on Vermeer's prosperous Delft household during the 1660s. When Griet, the novel's quietly perceptive heroine, is hired as a servant, turmoil follows. First, the 16-year-old narrator becomes increasingly intimate with her master. Then Vermeer employs her as his assistant--and ultimately has Griet sit for him as a model."
"If I Stay (If I Stay, #1)",Gayle Forman,4374400,3.96,503527,"['young-adult', 'fiction', 'romance']","['6442769', '11870085', '29844228', '99561', '18692431', '15745753', '6482837', '15749186', '13335037', '22628', '17347634', '18460392', '5526', '7735333', '16068905', '35545737', '49750', '41865']","Librarian note: an alternate cover for this edition can be found here.Just listen, Adam says with a voice that sounds like shrapnel.I open my eyes wide now.I sit up as much as I can.And I listen.Stay, he says.Choices. Seventeen-year-old Mia is faced with some tough ones: Stay true to her first love—music—even if it means losing her boyfriend and leaving her family and friends behind?Then one February morning Mia goes for a drive with her family, and in an instant, everything changes. Suddenly, all the choices are gone, except one. And it's the only one that matters.If I Stay is a heartachingly beautiful book about the power of love, the true meaning of family, and the choices we all make."
The Red Tent,Anita Diamant,4989,4.16,424981,"['historical', 'drama', 'fiction']","['2865', '43641', '929', '4667024', '7244', '37470', '37435', '77203', '556602', '5043', '18143977', '128029', '18405', '40873273', '39832183', '31408159', '15818107', '137791']","Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood—the world of the red tent. It begins with the story of her mothers—Leah, Rachel, Zilpah, and Bilhah—the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society."
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,28186,4.23,514932,"['young-adult', 'fantasy', 'fiction']","['5', '6148028', '6', '7260188', '15881', '2', '1582996', '1', '23587931', '11735983', '18710190', '7631105', '28963878', '29056083', '3777732', '6186357', '13027796', '12029129']","The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first book's drama and setting the stage for more thrills to come."
Dear John,Nicholas Sparks,5526,4.01,441062,"['women', 'fiction', 'romance']","['12399371', '8361959', '15862240', '10818853', '20582078', '43483577', '41865', '17347634', '11870085', '11857408', '7965909', '18619684', '4374400', '23377913', '452306', '7494', '10917', '428263']","An angry rebel, John dropped out of school and enlisted in the Army, not knowing what else to do with his life--until he meets the girl of his dreams, Savannah. Their mutual attraction quickly grows into the kind of love that leaves Savannah waiting for John to finish his tour of duty, and John wanting to settle down with the woman who has captured his heart. But 9/11 changes everything. John feels it is his duty to re-enlist. And sadly, the long separation finds Savannah falling in love with someone else. Dear John, the letter read... and with those two words, a heart was broken and two lives were changed forever. Returning home, John must come to grips with the fact that Savannah, now married, is still his true love—and face the hardest decision of his life."
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,1582996,4.21,541117,"['young-adult', 'fantasy', 'horror']","['11735983', '49041', '1162543', '428263', '6339664', '6148028', '18710190', '16248068', '7260188', '16096824', '28186', '16718143', '18635016', '17167166', '17927395', '4556058', '6487308', '561456']","Also see: Alternate Cover Editions for this ISBN [ACE]  
  ACE #1
Clary Fray just wishes that her life would go back to normal. But what's normal when you're a demon-slaying Shadowhunter, your mother is in a magically induced coma, and you can suddenly see Downworlders like werewolves, vampires, and faeries? If Clary left the world of the Shadowhunters behind, it would mean more time with her best friend, Simon, who's becoming more than a friend. But the Shadowhunting world isn't ready to let her go — especially her handsome, infuriating, newfound brother, Jace. And Clary's only chance to help her mother is to track down rogue Shadowhunter Valentine, who is probably insane, certainly evil — and also her father.To complicate matters, someone in New York City is murdering Downworlder children. Is Valentine behind the killings — and if he is, what is he trying to do? When the second of the Mortal Instruments, the Soul-Sword, is stolen, the terrifying Inquisitor arrives to investigate and zooms right in on Jace. How can Clary stop Valentine if Jace is willing to betray everything he believes in to help their father?In this breathtaking sequel to City of Bones, Cassandra Clare lures her readers back into the dark grip of New York City's Downworld, where love is never safe and power becomes the deadliest temptation."
Macbeth,William Shakespeare,8852,3.88,496018,"['historical', 'young-adult', 'fiction']","['890', '1381', '35031085', '900682', '17250', '12296', '5326', '52357', '7624', '170448', '2623', '4671', '51496', '2696', '24583', '1554', '485894', '5297']","One night on the heath, the brave and respected general Macbeth encounters three witches who foretell that he will become king of Scotland. At first sceptical, he’s urged on by the ruthless, single-minded ambitions of Lady Macbeth, who suffers none of her husband’s doubt. But seeing the prophecy through to the bloody end leads them both spiralling into paranoia, tyranny, madness, and murder.This shocking tragedy - a violent caution to those seeking power for its own sake - is, to this day, one of Shakespeare’s most popular and influential masterpieces."
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,15241,4.42,480446,"['fantasy', 'fiction', 'action']","['10572', '6', '5', '15881', '13497', '62291', '1', '2', '10664113', '11127', '136251', '45978', '121749', '2248573', '113436', '140225', '13496', '100915']","The Fellowship was scattered. Some were bracing hopelessly for war against the ancient evil of Sauron. Some were contending with the treachery of the wizard Saruman. Only Frodo and Sam were left to take the accursed Ring of Power to be destroyed in Mordor–the dark Kingdom where Sauron was supreme. Their guide was Gollum, deceitful and lust-filled, slave to the corruption of the Ring. Thus continues the magnificent, bestselling tale of adventure begun in The Fellowship of the Ring, which reaches its soul-stirring climax in The Return of the King."
Green Eggs and Ham,"Dr. Seuss, לאה נאור",23772,4.29,457475,"['fantasy', 'fiction', 'children']","['19543', '370493', '4948', '24178', '32929', '197084', '39988', '6871646', '6310', '90072', '767680', '30119', '389627', '759611', '231850', '293595', '6689', '6319']","“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning."
"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",6310,4.1,453959,"['young-adult', 'fiction', 'children']","['389627', '233093', '24178', '23772', '19543', '370493', '113946', '7784', '4948', '100915', '21902658', '30119', '2998', '3', '6311', '38709', '157993', '6871646']",Charlie Bucket's wonderful adventure begins when he finds one of Mr. Willy Wonka's precious Golden Tickets and wins a whole day inside the mysterious chocolate factory. Little does he know the surprises that are in store for him!(back cover)
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,2120932,4.39,508214,"['young-adult', 'fantasy', 'fiction']","['2179276', '136251', '5217282', '3', '17157681', '6148028', '5', '7260188', '6', '113436', '1814843', '15881', '6186357', '23587931', '256683', '2', '13027796', '1']","Percy Jackson isn't expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears at his potential new school, followed by demon cheerleaders, things quickly move from bad to worse.In this fourth installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronos's army prepares to invade its once impenetrable borders. To stop the invasion, Percy and his demigod friends must set out on a quest through the Labyrinth - a sprawling underground world with stunning surprises at every turn."
Great Expectations,Charles Dickens,2623,3.75,459247,"['historical', 'fiction', 'romance']","['6185', '12296', '10210', '14935', '2956', '24583', '6969', '18135', '7126', '8852', '1934', '1420', '1885', '5297', '890', '4671', '7144', '35031085']","'In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride"
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,18512,4.51,463959,"['fantasy', 'fiction', 'action']","['10572', '13497', '62291', '6', '5', '10664113', '15881', '1', '2', '11127', '45978', '121749', '136251', '140225', '2248573', '119', '84369']","Alternate cover edition here.The Companions of the Ring have become involved in separate adventures as the quest continues. Aragorn, revealed as the hidden heir of the ancient Kings of the West, joined with the Riders of Rohan against the forces of Isengard, and took part in the desperate victory of the Hornburg. Merry and Pippin, captured by Orcs, escaped into Fangorn Forest and there encountered the Ents. Gandalf returned, miraculously, and defeated the evil wizard, Saruman. Meanwhile, Sam and Frodo progressed towards Mordor to destroy the Ring, accompanied by SmEagol--Gollum, still obsessed by his 'precious'. After a battle with the giant spider, Shelob, Sam left his master for dead; but Frodo is still alive--in the hands of the Orcs. And all the time the armies of the Dark Lord are massing. J.R.R. Tolkien's great work of imaginative fiction has been labeled both a heroic romance and a classic fantasy fiction. By turns comic and homely, epic and diabolic, the narrative moves through countless changes of scene and character in an imaginary world which is totally convincing in its detail."
The Stranger,"Albert Camus, Matthew    Ward",49552,3.96,420600,"['young-adult', 'fiction', 'philosophy']","['485894', '7144', '2165', '170448', '17690', '40961427', '157993', '298275', '52036', '5107', '5129', '5297', '320', '41817486', '890', '49455', '7604', '13079982']","Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward."
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,7736182,4.35,271576,"['young-adult', 'fantasy', 'fiction']","['23587931', '28963878', '18264901', '13027796', '24820293', '6186357', '249747', '14498748', '44652', '6148028', '7171637', '7260188', '33859152', '1317181', '256683', '12029129', '2283433', '1582996']","JASON HAS A PROBLEM. He doesn’t remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and his best friend is a guy named Leo. They’re all students at the Wilderness School, a boarding school for “bad kids,"" as Leo puts it. What did Jason do to end up here? And where is here, exactly? Jason doesn't know anything—except that everything seems very wrong.PIPER HAS A SECRET. Her father has been missing for three days, ever since she had that terrifying nightmare about his being in trouble. Piper doesn’t understand her dream, or why her boyfriend suddenly doesn’t recognize her. When a freak storm hits during the school trip, unleashing strange creatures and whisking her, Jason, and Leo away to someplace called Camp Half-Blood, she has a feeling she’s going to find out, whether she wants to or not.LEO HAS A WAY WITH TOOLS. When he sees his cabin at Camp Half-Blood, filled with power tools and machine parts, he feels right at home. But there’s weird stuff, too—like the curse everyone keeps talking about, and some camper who's gone missing. Weirdest of all, his bunkmates insist that each of them—including Leo—is related to a god. Does this have anything to do with Jason's amnesia, or the fact that Leo keeps seeing ghosts?Join new and old friends from Camp Half-Blood in this thrilling first book in The Heroes of Olympus series. Best-selling author Rick Riordan has pumped up the action, humor, suspense, and mystery in an epic adventure that will leave readers panting for the next installment."
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,13497,4.1,428186,"['sci-fi', 'fantasy', 'fiction']","['18512', '15241', '33', '18337259', '1215032', '186074', '34', '6', '7332', '1', '13501', '5907', '5', '15881', '2', '40603587', '944073', '45978']","Crows will fight over a dead man's flesh, and kill each other for his eyes.Bloodthirsty, treacherous and cunning, the Lannisters are in power on the Iron Throne in the name of the boy-king Tommen. The war in the Seven Kingdoms has burned itself out, but in its bitter aftermath new conflicts spark to life.The Martells of Dorne and the Starks of Winterfell seek vengeance for their dead. Euron Crow's Eye, as black a pirate as ever raised a sail, returns from the smoking ruins of Valyria to claim the Iron Isles. From the icy north, where Others threaten the Wall, apprentice Maester Samwell Tarly brings a mysterious babe in arms to the Citadel.Against a backdrop of incest and fratricide, alchemy and murder, victory will go to the men and women possessed of the coldest steel and the coldest hearts."
"Matched (Matched, #1)",Ally Condie,7735333,3.68,511815,"['sci-fi', 'young-adult', 'romance']","['10507293', '24770', '13335037', '11614718', '36381037', '6186357', '22328546', '2767052', '3636', '11735983', '11870085', '9275658', '16248068', '6442769', '256683', '4374400', '6068551', '28187']","In the Society, officials decide. Who you love. Where you work. When you die.Cassia has always trusted their choices. It’s hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the one…until she sees another face flash for an instant before the screen fades to black. Now Cassia is faced with impossible choices: between Xander and Ky, between the only life she’s known and a path no one else has ever dared follow—between perfection and passion.Matched is a story for right now and storytelling with the resonance of a classic."
"American Gods (American Gods, #1)",Neil Gaiman,4407,4.11,378019,"['sci-fi', 'fantasy', 'fiction']","['12067', '13496', '186074', '34', '14498', '119322', '5907', '386162', '34497', '47697', '44767458', '113436', '43615', '375802', '17157681', '228665', '29588376', '21787']","Days before his release from prison, Shadow's wife, Laura, dies in a mysterious car crash. Numbly, he makes his way back home. On the plane, he encounters the enigmatic Mr Wednesday, who claims to be a refugee from a distant war, a former god and the king of America. Together they embark on a profoundly strange journey across the heart of the USA, whilst all around them a storm of preternatural and epic proportions threatens to break.Scary, gripping and deeply unsettling, American Gods takes a long, hard look into the soul of America. You'll be surprised by what - and who - it finds there...This is the author's preferred text, never before published in the UK, and is about 12,000 words longer than the previous UK edition."
The Stand,"Stephen King, Bernie Wrightson",149267,4.34,438832,"['horror', 'fiction', 'fantasy']","['9014', '8908', '10605', '43763', '11607', '10596', '66370', '179780', '11557', '23807', '17245', '7746259', '15729539', '10577', '40604658', '6344097', '14995', '10617']",This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen.
The Last Song,Nicholas Sparks,6400090,4.14,424637,"['women', 'fiction', 'romance']","['12399371', '8361959', '15862240', '20582078', '10818853', '43483577', '11870085', '41865', '23377913', '17347634', '7965909', '4374400', '452306', '10917', '11857408', '5598113', '49041', '428263']","Alternate Cover Edition can be found hereSeventeen-year-old Veronica 'Ronnie' Miller’s life was turned upside-down when her parents divorced and her father moved from New York City to Wilmington, North Carolina. Three years later, she remains angry and alienated from her parents, especially her father . . . until her mother decides it would be in everyone’s best interest if she spent the summer in Wilmington with him. Ronnie’s father, a former concert pianist and teacher, is living a quiet life in the beach town, immersed in creating a work of art that will become the centerpiece of a local church. The tale that unfolds is an unforgettable story about love in its myriad forms - first love, the love between parents and children - that demonstrates, as only a Nicholas Sparks novel can, the many ways that deeply felt relationships can break our hearts . . . and heal them."
Digital Fortress,Dan Brown,11125,3.6,423019,"['fiction', 'thriller', 'mystery']","['17587594', '7869', '32499', '5358', '20743999', '6802629', '32542', '2429135', '5359', '23807', '19691', '22557272', '24192', '540020', '13145', '2373', '40604658', '19288043']","When the National Security Agency's invincible code-breaking machine encounters a mysterious code it cannot break, the agency calls its head cryptographer, Susan Fletcher, a brilliant and beautiful mathematician. What she uncovers sends shock waves through the corridors of power. The NSA is being held hostage... not by guns or bombs, but by a code so ingeniously complex that if released it would cripple U.S. intelligence.Caught in an accelerating tempest of secrecy and lies, Susan Fletcher battles to save the agency she believes in. Betrayed on all sides, she finds herself fighting not only for her country but for her life, and in the end, for the life of the man she loves.(back cover)"
Emma,"Jane Austen, Fiona Stafford",6969,3.99,459826,"['historical', 'fiction', 'romance']","['10210', '6185', '1934', '2623', '18135', '1953', '130346', '15823480', '5297', '156538', '12296', '8127', '18405', '2998', '32261', '35031085', '24583', '4671']","Emma Woodhouse is one of Austen's most captivating and vivid characters. Beautiful, spoilt, vain and irrepressibly witty, Emma organizes the lives of the inhabitants of her sleepy little village and plays matchmaker with devastating effect."
Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",15823480,4.02,297472,"['historical', 'fiction', 'romance']","['27822', '7144', '76620', '4934', '10210', '1885', '6185', '7624', '83346', '18114322', '14935', '24280', '157993', '5297', '226378', '6969', '18405', '38447']","Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in all of literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay."
A Clockwork Orange,Anthony Burgess,227463,3.98,431195,"['sci-fi', 'horror', 'fiction']","['46945', '28676', '135836', '36236124', '332613', '40961427', '4031', '12926063', '7745', '497199', '5129', '567678', '13079982', '9914', '170448', '23966', '7604', '23965']","A vicious fifteen-year-old droog is the central character of this 1963 classic. In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. A Clockwork Orange is a frightening fable about good and evil, and the meaning of human freedom. And when the state undertakes to reform Alex to ""redeem"" him, the novel asks, ""At what cost?""This edition includes the controversial last chapter not published in the first edition and Burgess's introduction ""A Clockwork Orange Resucked."""
The Shack,William Paul Young,1812457,3.74,419539,"['adult', 'fantasy', 'fiction']","['89375', '7933292', '56495', '3206011', '103610', '8130077', '40792344', '4499669', '381421', '27523', '11422', '17303', '1923820', '73186', '3412815', '254389', '23878688', '18054709']","The Shack, the cherished novel that sold over 23 million copies worldwide, spent 147 weeks on the bestseller list, and went on to become a major motion picture, is now available in a beautiful keepsake edition to celebrate its tenth anniversary of touching lives all over the world. Mackenzie Allen Phillips's youngest daughter, Missy, has been abducted during a family vacation, and evidence that she may have been brutally murdered is found in an abandoned shack deep in the Oregon wilderness. Four years later, in the midst of his Great Sadness, Mack receives a suspicious note, apparently from God, inviting him back to that shack for a weekend. Against his better judgment he arrives at the shack on a wintry afternoon and walks back into his darkest nightmare. What he find there will change his life forever. In an age where religion seems to grow increasingly irrelevant, The Shack wrestles with the timeless question: Where is God in a world so filled with unspeakable pain? Discover the answers that astounded and transformed Mack in this special leather edition, and find out why The Shack has stolen the hearts of millions for ten years."
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4502507,4.5,397500,"['young-adult', 'fantasy', 'fiction']","['6148028', '23587931', '7260188', '1582996', '6', '5', '12029129', '15881', '2', '17586834', '13027796', '1', '28963878', '3777732', '11735983', '7631105', '6752378', '18710190']","All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows.While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate."
It,Stephen King,18342,4.18,292592,"['horror', 'fiction', 'fantasy']","['17245', '179780', '23807', '293101', '11607', '10605', '8908', '43763', '9014', '5907', '3', '960', '226162', '41865', '13496', '126232', '18498558', '2429135']","Welcome to Derry, Maine…It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real…They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name."
Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",7144,4.18,380903,"['fiction', 'thriller', 'philosophy']","['485894', '49552', '15823480', '2165', '5297', '117833', '40961427', '170448', '656', '17690', '320', '157993', '5129', '19117', '24280', '2175', '7604', '5107']","Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden prostitute, can offer the chance of redemption."
The Bell Jar,Sylvia Plath,6514,3.98,401605,"['drama', 'adult', 'fiction']","['7604', '5107', '68783', '5297', '52892857', '41057294', '14942', '18521', '49552', '332613', '4981', '22628', '10956', '41817486', '29044', '99300', '59716', '6185']","Sylvia Plath's shocking, realistic, and intensely emotional novel about a woman falling into the grip of insanity. Esther Greenwood is brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. In her acclaimed and enduring masterwork, Sylvia Plath brilliantly draws the reader into Esther's breakdown with such intensity that her insanity becomes palpably real, even rational—as accessible an experience as going to the movies. A deep penetration into the darkest and most harrowing corners of the human psyche, The Bell Jar is an extraordinary accomplishment and a haunting American classic."
"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,252577,4.07,392103,"['historical', 'adult', 'fiction']","['7445', '19501', '6900', '13214', '110737', '1845', '12262741', '48855', '8664353', '1617', '242006', '60748', '2199', '88061', '49436', '6493208', '17851885', '2203']","Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy-- exasperating, irresponsible and beguiling-- does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors--yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic."
Siddhartha,"Hermann Hesse, Hilda Rosner",52036,3.99,372099,"['young-adult', 'fiction', 'philosophy']","['49552', '18144590', '485894', '2165', '6708', '4069', '157993', '67896', '320', '2547', '9717', '170448', '40961427', '5129', '5297', '7144', '76334', '71728']","Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning."
