"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",Lucius Teen,Teen Health,Health Emotions,A Lucius Teen,a Teen Health,The Health Emotions,Lucius,Teen,Health,,,,,,
"Complete Poems, 1904-1962",Pound Cummings,Cummings Thoreau,Thoreau Combining,some Pound Cummings,the Cummings Thoreau,an Thoreau Combining,bohemian,expression,abandon,Pound,Cummings,Thoreau,,,
"The Rembrandt Affair (Gabriel Allon, #10)",Isherwood Chiara,Chiara Buenos,Buenos Rembrandt,those Isherwood Chiara,an Chiara Buenos,a Buenos Rembrandt,those Isherwood,an Chiara,a Buenos,reluctance,seclusion,restorer,,,
The Call of Cthulhu,Cthulhu 'the,'the Mythos,Mythos Lovecraft,the Cthulhu 'the,a 'the Mythos,the Mythos Lovecraft,Cthulhu,'the,Mythos,weakness,feature,mind,,,
20th Century Ghosts,Calliphora Finney,Finney Theater,Theater Francis,every Calliphora Finney,A Finney Theater,an Theater Francis,Calliphora,Finney,Theater,cellar,telephone,abuse,,,
Ghostwritten,Ghostwritten Hermitage,Hermitage Mongolia,Mongolia Hong,these Ghostwritten Hermitage,A Hermitage Mongolia,An Mongolia Hong,Hermitage,Mongolia,gossamer,axis,commonality,,,,
The One That Got Away,Zo√´ Holli,Holli Got,Got Away,some Zo√´ Holli,that Holli Got,a Got Away,some Zo√´,that Holli,a Got,steam,breakneck,abduction,,,
"The Ruby Circle (Bloodlines, #6)",Bloodlines Richelle,Richelle Mead,Mead THEY,this Bloodlines Richelle,an Richelle Mead,a Mead THEY,Bloodlines,Richelle,Mead,,,,,,
Where the Mountain Meets the Moon,Minli Jacket,Jacket Moon,Moon Mountain,these Minli Jacket,an Jacket Moon,the Moon Mountain,Minli,Jacket,Moon,Source,nonsense,spin,,,
"Swallows and Amazons (Swallows and Amazons, #1)",Amazons Swallow,Swallow Peggy,Peggy Wild,The Amazons Swallow,the Swallow Peggy,The Peggy Wild,title,camp,imagination,Amazons,Swallow,Peggy,,,
"Rock Hard (Sinners on Tour, #2)",Sed Lionheart,Lionheart Jessica,Jessica Every,An Sed Lionheart,any Lionheart Jessica,every Jessica Every,candle,rediscovery,ultimatum,Sed,Lionheart,Jessica,,,
How to Build a Girl,Br√∂ntes?îbut Adventurer,Adventurer Grease,Grease Morrigan,no Br√∂ntes?îbut Adventurer,A Adventurer Grease,a Grease Morrigan,flaw,smoking,invention,Br√∂ntes?îbut,Adventurer,Grease,,,
The Double Bind,Estabrook Bobbie,Bobbie Bohaljian,Bohaljian Bind,every Estabrook Bobbie,both Bobbie Bohaljian,The Bohaljian Bind,every Estabrook,both Bobbie,The Bohaljian,homelessness,destitute,lucidity,,,
Summer Rental,Dorie Bazemore,Bazemore Maryn,Maryn Shackleford,each Dorie Bazemore,another Bazemore Maryn,no Maryn Shackleford,rental,iceberg,insecure,Dorie,Bazemore,Maryn,,,
The Ice Twins,Kirstie Angus,Angus Lydia,Lydia Sarah,A Kirstie Angus,an Angus Lydia,that Lydia Sarah,A Kirstie,an Angus,that Lydia,surviving,twin,island,,,
"The Edge of Always (The Edge of Never, #2)",Camryn and Andrew Camryn,Camryn Greyhound,Greyhound Edge,another Camryn and Andrew Camryn,both Camryn Greyhound,The Greyhound Edge,bus,track,sequel,Camryn and Andrew,Camryn,Greyhound,,,
The Virgin Blue,Village Virgin,Virgin Ella,Ella Isabelle,a Village Virgin,The Virgin Ella,the Ella Isabelle,a Village,The Virgin,the Ella,ancestry,midwife,thread,,,
"Half Magic (Tales of Magic, #1)",Alison Half,Half Martha,Martha Mark,another Alison Half,a Half Martha,another Martha Mark,Alison,Half,Martha,camel,coin,downtown,,,
"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",Dreadfuls Zombies,Zombies Bennet,Bennet Prejudice,the Dreadfuls Zombies,a Zombies Bennet,an Bennet Prejudice,Dreadfuls,Zombies,Bennet,gardening,Undead,slayer,,,
"Live to Tell (Detective D.D. Warren, #4)",Female Danielle,Danielle Burton,Burton Warren,A Female Danielle,an Danielle Burton,The Burton Warren,A Female,an Danielle,The Burton,neighbourhood,angle,profession,,,
Lilly's Purple Plastic Purse,Slinger Lilly,Lilly Chester,Chester Way,all Slinger Lilly,this Lilly Chester,the Chester Way,Slinger,Lilly,Chester,purse,treat,fury,,,
"84, Charing Cross Road",Helene City,City London,London York,these Helene City,both City London,This London York,winsome,freelance,correspondence,,,,,,
"Father Mine (Black Dagger Brotherhood, #6.5)",Nalla Zsadist,Zsadist Lover,Lover Bella,the Nalla Zsadist,a Zsadist Lover,the Lover Bella,Nalla,Zsadist,Lover,,,,,,
Scrappy Little Nobody,,,,,,,,,,,,,,,
The Einstein Prophecy,Einstein Simone,Simone Albert,Albert Princeton,both Einstein Simone,an Simone Albert,The Albert Princeton,both Einstein,an Simone,The Albert,sarcophagus,archaeologist,tomb,,,
"Started Early, Took My Dog (Jackson Brodie, #4)",Histories Waterhouse,Waterhouse Brodie,Brodie Kelly,Both Histories Waterhouse,each Waterhouse Brodie,no Brodie Kelly,Both Histories,each Waterhouse,no Brodie,inexperience,offender,loom,,,
TransAtlantic,Douglass Belfast,Belfast Newfoundland,Newfoundland Senator,each Douglass Belfast,an Belfast Newfoundland,the Newfoundland Senator,famine,bomber,abolitionist,,,,,,
"Eternal Kiss of Darkness (Night Huntress World, #2)",Mencheres Graceling,Graceling Kira,Kira Master,An Mencheres Graceling,all Graceling Kira,this Kira Master,Mencheres,Graceling,Kira,,,,,,
"The Spellman Files (The Spellmans, #1)",Spellman,Izzy,Rae,Spellman Izzy,Izzy Rae,Rae Smart,This Spellman Izzy,an Izzy Rae,a Rae Smart,This Spellman,an Izzy,a Rae,upshot,vandalism,duress
"The Judas Strain (Sigma Force, #4)",SIGMA Polo,Polo Judas,Judas Monk,any SIGMA Polo,every Polo Judas,an Judas Monk,organism,harbinger,antiquity,SIGMA,Polo,Judas,,,
Searching for God Knows What,Knows Mature,Mature Donald,Donald Miller,Every Knows Mature,every Mature Donald,the Donald Miller,Every Knows within Mature,every Mature beyond Donald,the Donald With Miller,accumulation,gospel,inability,,,
The Missing Piece,Giving Runny,Runny Babbit,Babbit Returns,This Giving Runny,The Runny Babbit,all Babbit Returns,missin,sang,piece,Giving,Runny,Babbit,,,
Fatherland,Xavier Gestapo,Gestapo Reich,Reich March,a Xavier Gestapo,the Gestapo Reich,a Reich March,a Xavier,the Gestapo,a Reich,shore,commander,lake,,,
The Bridge of San Luis Rey,Juniper Afterword,Afterword Thornton,Thornton Rey,those Juniper Afterword,This Afterword Thornton,all Thornton Rey,noon,intervention,gulf,,,,,,
White Nights,Fyodor,Petersburg,Dostoevsky,Fyodor Petersburg,Petersburg Dostoevsky,Dostoevsky White,Both Fyodor Petersburg,A Petersburg Dostoevsky,this Dostoevsky White,Both Fyodor into Petersburg,A Petersburg by Dostoevsky,this Dostoevsky from White,romanticism,restlessness,alienation
"Skin Trade (Anita Blake, Vampire Hunter #17)",Las Vegas,Vegas Sin,Sin Edward,No Las Vegas,some Vegas Sin,a Sin Edward,Las,Vegas,Sin,,,,,,
Jesus the Christ,Talmage Savior,Savior Elder,Elder Marion,This Talmage Savior,the Savior Elder,a Elder Marion,This Talmage through Savior,the Savior for Elder,a Elder by Marion,readability,ministry,presentation,,,
Disney's the Lion King,Walt Disney,Disney Walt,every Walt Disney,this Disney Walt,Walt,Disney,storybook,feature,movie,,,,,,
Shirley,Keeldar Bront√´,Bront√´ Luddite,Luddite Eyre,a Keeldar Bront√´,the Bront√´ Luddite,The Luddite Eyre,rectory,forerunner,notoriety,Keeldar,Bront√´,Luddite,,,
"Born in Ice (Born In Trilogy, #2)",Concannon Brianna,Brianna Thane,Thane Grayson,this Concannon Brianna,an Brianna Thane,a Thane Grayson,wanderer,guest,icy,Concannon,Brianna,Thane,,,
Villa Incognito,Laos,Robbins,Villa,Laos Robbins,Robbins Villa,Villa Bangkok,every Laos Robbins,no Robbins Villa,A Villa Bangkok,every Laos inside Robbins,no Robbins For Villa,A Villa after Bangkok,smog,overcast,mustache
The Sellout,Sellout Jenkins?ïhe,Jenkins?ïhe Constitution,Constitution Supreme,another Sellout Jenkins?ïhe,A Jenkins?ïhe Constitution,the Constitution Supreme,quake,sociologist,disrepair,,,,,,
Night School,Hamburg,Neagley,Kiev,Hamburg Neagley,Neagley Kiev,Kiev Saudi,Each Hamburg Neagley,That Neagley Kiev,each Kiev Saudi,Each Hamburg,That Neagley,each Kiev,visitor?îa,medal,operator
Horton Hatches the Egg,Mayzie Suess,Suess Horton,Horton Elephant,This Mayzie Suess,The Suess Horton,a Horton Elephant,Mayzie,Suess,Horton,faithfulness,consumer,egg,,,
"A Shade of Blood (A Shade of Vampire, #2)",Claremont Forrest,Forrest Derek,Derek Shade,any Claremont Forrest,no Forrest Derek,an Derek Shade,Claremont,Forrest,Derek,,,,,,
Apology,Apology Plato,Plato Socrates,Socrates Apology,both Apology Plato,this Plato Socrates,The Socrates Apology,both Apology against Plato,this Plato by Socrates,The Socrates than Apology,frequency,textbook,speech,,,
"The Wolf Gift (The Wolf Gift Chronicles, #1)",Observer DNA,DNA Pacific,Pacific Wolf,some Observer DNA,both DNA Pacific,an Pacific Wolf,Observer,DNA,Pacific,ecstasy,urgency,savagery,,,
The Little Red Hen (Little Golden Book),Hen Beloved,Beloved Miller,Miller Young,this Hen Beloved,the Beloved Miller,a Miller Young,Hen,Beloved,Miller,folktale,teamwork,wheat,,,
Lethal,Gillette,Coburn,Dangerous,Gillette Coburn,Coburn Dangerous,Dangerous Honor,those Gillette Coburn,any Coburn Dangerous,no Dangerous Honor,those Gillette,any Coburn,no Dangerous,shrimp,depravity,yard
The Terror,Crozier Inuit,Inuit Expedition,Expedition Terror,another Crozier Inuit,every Inuit Expedition,no Expedition Terror,Crozier,Inuit,Expedition,harbinger,thaw,scurvy,,,
Madeline's Rescue,Cucuface Seine,Seine Snelson,Snelson Ludwig,every Cucuface Seine,no Seine Snelson,all Snelson Ludwig,pooch,pup,beef,Cucuface,Seine,Snelson,,,
"Garden of Shadows (Dollanganger, #5)",Foxworth Dollanganger,Dollanganger Attic,Attic Malcolm,all Foxworth Dollanganger,a Dollanganger Attic,an Attic Malcolm,stain,bride,mansion,Foxworth,Dollanganger,Attic,,,
"A Perfect Blood (The Hollows, #10)",Pale Hollows,Hollows Cincinnati,Cincinnati Demon,all Pale Hollows,a Hollows Cincinnati,the Cincinnati Demon,Pale,Hollows,Cincinnati,hate,witch,humanity,,,
"Cross Fire (Alex Cross, #17)",Siegel Mastermind,Mastermind Craig,Craig Bree,A Siegel Mastermind,The Mastermind Craig,a Craig Bree,A Siegel,The Mastermind,a Craig,lobbyist,jurisdiction,vigilante,,,
"Metro Girl (Alex Barnaby, #1)",Palmetto,Hooker,NASCAR,Palmetto Hooker,Hooker NASCAR,NASCAR Buckle,all Palmetto Hooker,this Hooker NASCAR,a NASCAR Buckle,all Palmetto,this Hooker,a NASCAR,innuendo,misadventure,sighting
"Second Grave on the Left (Charley Davidson, #2)",Mimis Leather,Leather Literally,Literally Cookie,no Mimis Leather,a Leather Literally,this Literally Cookie,Mimis,Leather,Literally,,,,,,
Katherine,Gaunt Chaucer,Chaucer Lancaster,Lancaster Katherine,This Gaunt Chaucer,this Chaucer Lancaster,the Lancaster Katherine,persist,rotten,adultery,Gaunt,Chaucer,Lancaster,,,
A Short History of Tractors in Ukrainian,Lewycka Nadezhda,Nadezhda Valentina,Valentina Ukrainian,A Lewycka Nadezhda,a Nadezhda Valentina,the Valentina Ukrainian,grenade,proclivity,sludge,,,,,,
Where They Found Her,Ridgedale McCreight,McCreight PTA,PTA Sandy,No Ridgedale McCreight,these McCreight PTA,another PTA Sandy,No Ridgedale,these McCreight,another PTA,shortage,freelance,transplant,,,
"Industrial Magic (Women of the Otherworld, #4)",Cortez Winterbourne,Winterbourne Coven,Coven Paige,This Cortez Winterbourne,a Winterbourne Coven,the Coven Paige,Cortez,Winterbourne,Coven,,,,,,
"The Atlantis Plague (The Origin Mystery, #2)",Orchid Pandemic,Pandemic GeekDad,GeekDad ?îDiana,Every Orchid Pandemic,those Pandemic GeekDad,any GeekDad ?îDiana,Orchid,Pandemic,GeekDad,watch?îDEPARTURE,genome,eBooks,,,
Whiteout,Whiteout Gallo,Gallo Follett,Follett Toni,All Whiteout Gallo,each Gallo Follett,every Follett Toni,All Whiteout,each Gallo,every Follett,crackle,distrust,bleeding,,,
Heat,Arroyo Changers,Changers Lupica,Lupica Underdogs,no Arroyo Changers,any Changers Lupica,The Lupica Underdogs,pitching,certificate,firepower,Arroyo,Changers,Lupica,,,
"N is for Noose (Kinsey Millhone, #14)",Newquist Nota,Nota Noose,Noose Selma,an Newquist Nota,a Nota Noose,the Noose Selma,an Newquist,a Nota,the Noose,haystack,needle,poster,,,
Just Like Heaven (Smythe-Smith Quartet #1),Honoria Cambridge,Cambridge Marcus,Marcus Daniel,the Honoria Cambridge,the Cambridge Marcus,exile,responsibility,cut,Honoria,Cambridge,Marcus,,,,
"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",Percy Jackson,Jackson Percy,DT Percy Jackson,DT Jackson Percy,wear,hardcover,rare,Percy,Jackson,,,,,,
"Catch Me (Detective D.D. Warren, #6)",Charlene Instinct,Instinct Grant,Grant January,any Charlene Instinct,all Instinct Grant,the Grant January,any Charlene,all Instinct,the Grant,boxing,secret?îone,shooting,,,
"The Shop on Blossom Street (Blossom Street, #1)",Yarn Debbie,Debbie Macomber,Macomber Alix,both Yarn Debbie,The Debbie Macomber,this Macomber Alix,knitter,blanket,renewal,Yarn,Debbie,Macomber,,,
"Night Fall (John Corey, #3)",Task DeMille,DeMille Federal,Federal Mayfield,another Task DeMille,each DeMille Federal,A Federal Mayfield,another Task,each DeMille,A Federal,verdict,videotape,blast,,,
"Trials of Death (Cirque Du Freak, #5)",Sinister Shan,Shan Darren,Darren Mountain,this Sinister Shan,The Shan Darren,the Darren Mountain,Sinister,Shan,Darren,,,,,,
"The Bourne Objective (Jason Bourne, #8)",Soraya Indonesia,Indonesia Bourne,Bourne Moore,an Soraya Indonesia,A Indonesia Bourne,the Bourne Moore,an Soraya,A Indonesia,the Bourne,aggression,airplane,bombing,,,
"The Score (Off-Campus, #3)",Nope Hayes,Hayes Allie,Allie Dean,all Nope Hayes,the Hayes Allie,a Allie Dean,Nope,Hayes,Allie,,,,,,
"Even Now (Lost Love, #1)",Galantera Kingsbury,Kingsbury Anderson,Anderson Karen,those Galantera Kingsbury,each Kingsbury Anderson,A Anderson Karen,correspondent,internship,resurrection,Galantera,Kingsbury,Anderson,,,
Testimony,Pandora Shreve,Shreve Anita,Anita England,those Pandora Shreve,A Shreve Anita,the Anita England,videotape,compellingly,tape,,,,,,
"Magic Rises (Kate Daniels, #6)",Kate and Curran Curran,Curran Pack,Pack Beast,The Kate and Curran Curran,the Curran Pack,a Pack Beast,Kate and Curran,Curran,Pack,,,,,,
"Whispers Under Ground (Peter Grant, #3)",MIND,Faceless,Nightingale,MIND Faceless,Faceless Nightingale,Nightingale Baker,any MIND Faceless,A Faceless Nightingale,all Nightingale Baker,any MIND,A Faceless,all Nightingale,bottom?îif,and?îas,apt
The Best Laid Plans,Stewart Leslie,Leslie Russell,Russell Oliver,the Stewart Leslie,the Leslie Russell,the Stewart,the Leslie,fiancee,pinnacle,empire,,,,,
Nation,Mau Thank,Thank Pratchett,Pratchett Judy,some Mau Thank,all Thank Pratchett,no Pratchett Judy,lacy,parrot,powder,Mau,Thank,Pratchett,,,
"Secrets of a Summer Night (Wallflowers, #1)",Peyton Annabelle,Annabelle Hunt,Hunt Simon,each Peyton Annabelle,any Annabelle Hunt,no Hunt Simon,plans?îand,dowry,admirer,Peyton,Annabelle,Hunt,,,
"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Dyson Mus√©e,Mus√©e Qu√©bec,Qu√©bec Morrow,every Dyson Mus√©e,a Mus√©e Qu√©bec,the Qu√©bec Morrow,every Dyson,a Mus√©e,the Qu√©bec,lilacs,sneer,nuance,,,
"White Hot Kiss (The Dark Elements, #1)",Wardens?îa Zayne??Zayne??Zayne,Zayne Layla,those Wardens?îa Zayne??no Zayne??Zayne,an Zayne Layla,Wardens?îa,Zayne??Zayne,,,,,,,,,
At the Mountains of Madness and Other Tales of Terror,Miskatonic MADNESS,MADNESS Antarctic,Antarctic Lovecraft,any Miskatonic MADNESS,The MADNESS Antarctic,A Antarctic Lovecraft,Miskatonic,MADNESS,Antarctic,novelette,interior,expedition,,,
Lit,Lit Kakutani,Kakutani Karr,Karr Michiko,The Lit Kakutani,the Kakutani Karr,a Karr Michiko,lassos,sober,review,Kakutani,Karr,,,,
"Dragonsdawn (Pern, #9)",Pern Thread,Thread Earth,Earth Pern,some Pern Thread,The Thread Earth,the Earth Pern,geneticist,rider,paradise,Pern,Thread,Earth,,,
Mockingbird,Caitlin Devon,Devon Asperger,Asperger Dad,That Caitlin Devon,no Devon Asperger,all Asperger Dad,gem,closure,definition,Caitlin,Devon,Asperger,,,
I Kissed Dating Goodbye,Habits Matters,Matters Harris,Harris Goodbye,that Habits Matters,this Matters Harris,a Harris Goodbye,singleness,outline,recreation,Habits,Matters,Harris,,,
"The Egypt Game (Game, #1)",Shop Egypt,Egypt Melanie,Melanie Hall,both Shop Egypt,all Egypt Melanie,The Melanie Hall,storage,yard,spot,Shop,Egypt,Melanie,,,
Ellen Foster,Kaufman Gibbons,Gibbons Foster,Foster Wise,this Kaufman Gibbons,The Gibbons Foster,a Foster Wise,daddy,endearing,heroine,Kaufman,Gibbons,Foster,,,
The Complete Stories,Gracchus,Penal,Bachelor,Gracchus Penal,Penal Bachelor,Bachelor Arabs,The Gracchus Penal,An Penal Bachelor,an Bachelor Arabs,The Gracchus Up Penal,An Penal Before Bachelor,an Bachelor On Arabs,schoolmaster,crossbreed,fratricide
Wise Blood,Motes Sabbath,Sabbath Emery,Emery Hazel,This Motes Sabbath,an Sabbath Emery,a Emery Hazel,degenerate,manifestation,gesture,Motes,Sabbath,Emery,,,
In His Steps,Would Christ,Christ Jesus,Jesus Do,This Would Christ,no Christ Jesus,a Jesus Do,expression,minister,example,,,,,,
Lothaire (Immortals After Dark #12),Lothaire Peirce,Peirce Lore,Lore Horde,this Lothaire Peirce,the Peirce Lore,an Lore Horde,Lothaire,Peirce,Lore,,,,,,
"The Whole Truth (A. Shaw, #1)",Pender Baldacci,Baldacci Matt,Matt III,those Pender Baldacci,any Baldacci Matt,each Matt III,those Pender,any Baldacci,each Matt,pacing,contractor,defense,,,
Out of the Easy,Woodley Conti,Conti Sepetys,Sepetys Josie,those Woodley Conti,every Conti Sepetys,an Sepetys Josie,brusque,madam,brothel,Woodley,Conti,Sepetys,,,
"The Fallen Star (Fallen Star, #1)",Gemma Alex,Alex Gemma,a Gemma Alex,the Alex Gemma,Gemma,Alex,,,,,,,,,
"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Despiser Covenant,Covenant Foul,Foul Lords,all Despiser Covenant,the Covenant Foul,all Foul Lords,Despiser,Covenant,Foul,desperation,ring,nobody,,,
My Booky Wook,Radio Brand,Brand BBC,BBC GQ,This Radio Brand,the Brand BBC,a BBC GQ,podcast,cocaine,rehab,,,,,,
"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",Meara Plenty,Plenty Mayo,Mayo Branna,all Meara Plenty,a Plenty Mayo,an Mayo Branna,Meara,Plenty,Mayo,,,,,,
"Promises in Death (In Death, #28)",Coltraine Atlanta,Atlanta Morris,Morris Medical,all Coltraine Atlanta,this Atlanta Morris,an Morris Medical,all Coltraine,this Atlanta,an Morris,'You,assailant,badge,,,
Love Is a Dog from Hell,Bukowski Bukowski,the Bukowski Bukowski,way,world,Bukowski,,,,,,,,,,
"The Fifth Season (The Broken Earth, #1)",Essun Stillness,Stillness ISBN,ISBN Essun,all Essun Stillness,a Stillness ISBN,the ISBN Essun,Essun,Stillness,ISBN,royale,bedrock,sunlight,,,
The Zombie Room,Mangle Tazeem,Tazeem Decker and Tazeem,Decker and Tazeem Zombie,An Mangle Tazeem,A Tazeem Decker and Tazeem,an Decker and Tazeem Zombie,An Mangle,A Tazeem,an Decker and Tazeem,incarceration,scam,operation,,,
The Analyst,Starks Welcome,Welcome Frederick,Frederick Doctor,these Starks Welcome,those Welcome Frederick,this Frederick Doctor,these Starks,those Welcome,this Frederick,tormentor,sheet,powerless,,,
Shades of Grey,Color Control,Control Eddie,Eddie Agency,no Color Control,all Control Eddie,this Eddie Agency,Color,Control,Eddie,abhorrent,spectrum,grey,,,
"That Was Then, This Is Now",Bryon Mark,Mark Bryon,both Bryon Mark,The Mark Bryon,thrill,decision,discovery,Bryon,Mark,,,,,,
"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Stonetown,Reynie,Sticky,Stonetown Reynie,Reynie Sticky,Sticky Mysterious,each Stonetown Reynie,an Reynie Sticky,a Sticky Mysterious,each Stonetown,an Reynie,a Sticky,engulfs,blackout,foursome
The Family Fang,Buster and Annie Buster,Buster Fang,Fang Camille,an Buster and Annie Buster,the Buster Fang,an Fang Camille,an Buster and Annie,the Buster,an Fang,fishbowl,normality,magnum,,,
The Pursuit of Happyness,Pursuit Gardner,Gardner Francisco,Francisco Navy,no Pursuit Gardner,a Gardner Francisco,an Francisco Navy,restroom,fatherless,finance,,,,,,
"A Red Herring Without Mustard (Flavia de Luce, #3)",Gladys,Flavia,Gypsy,Gladys Flavia,Flavia Gypsy,Gypsy Luce,another Gladys Flavia,those Flavia Gypsy,some Gypsy Luce,another Gladys,those Flavia,some Gypsy,tot,caravan,bicycle
Straight Man,Straight Devereaux,Devereaux Russo,Russo Pennsylvania,this Straight Devereaux,an Devereaux Russo,a Russo Pennsylvania,rust,dean,dereliction,,,,,,
The Moviegoer,Moviegoer Binx,Binx Vintage,Vintage Bourbon,The Moviegoer Binx,a Binx Vintage,the Vintage Bourbon,The Moviegoer On Binx,a Binx through Vintage,the Vintage with Bourbon,thirtieth,wrenching,gaze,,,
The Cherry Orchard,Gayev Theatre,Theatre Chekhov,Chekhov Murphy,this Gayev Theatre,the Theatre Chekhov,this Chekhov Murphy,orchard,colonialism,cherry,,,,,,
"11 Birthdays (Willow Falls, #1)",DAY Amanda,Amanda Leo,Leo DAY,every DAY Amanda,all Amanda Leo,this Leo DAY,DAY,Amanda,Leo,glad,birthday,stuck,,,
"Sisterhood Everlasting (Sisterhood, #5)",Kostos Tibby,Tibby Rhode,Rhode Carmen,each Kostos Tibby,all Tibby Rhode,a Rhode Carmen,closeness,touchstone,sisterhood,Kostos,Tibby,Rhode,,,
Infinity Welcomes Careful Drivers (Red Dwarf #1),Lister Dwarf,Dwarf Emily,Emily Red,a Lister Dwarf,The Dwarf Emily,the Emily Red,Lister,Dwarf,Emily,corps,hologram,passport,,,
Coyote Blue,Fluke Hunts,Hunts Coyote,Coyote Calliope,a Fluke Hunts,an Hunts Coyote,the Coyote Calliope,Fluke,Hunts,Coyote,condo,tranquillity,hollow,,,
Orthodoxy,Faith Christian,Christian Faith,This Faith Christian,any Christian Faith,This Faith whether Christian,any Christian upon Faith,creed,principle,coincidence,,,,,,
Fancy Nancy,Nancy BOOKS,BOOKS Fashion,This Fancy Nancy,the Nancy BOOKS,a BOOKS Fashion,sparkly,tiara,Doll,Fancy,Nancy,BOOKS,,,,
The Heart of the Matter,Scobie Louise,Louise Henry,Henry Africa,another Scobie Louise,a Louise Henry,the Henry Africa,unhappiness,indiscretion,commissioner,Scobie,Louise,Henry,,,
"The Long Haul (Diary of a Wimpy Kid, #9)",Heffleys Heffley,Heffley Greg,Greg Heffleys,A Heffleys Heffley,this Heffley Greg,an Greg Heffleys,bender,station,trip,Heffleys,Heffley,Greg,,,
"Talking to Dragons (Enchanted Forest Chronicles, #4)",Daystar Enchanted,Enchanted Forest,Forest Queen,That Daystar Enchanted,those Enchanted Forest,all Forest Queen,lizard,sword,lesson,Daystar,Enchanted,Forest,,,
Sail,Survivor Dunne,Dunne Carrie,Carrie Patterson,every Survivor Dunne,This Dunne Carrie,an Carrie Patterson,every Survivor,This Dunne,an Carrie,ditch,port,sailing,,,
The Sleeper and the Spindle,Riddell Beauty,Beauty Gaiman,Gaiman Neil,This Riddell Beauty,this Beauty Gaiman,A Gaiman Neil,ink,dwarf,rescuing,Riddell,Beauty,Gaiman,,,
A Fall of Marigolds,?¶the ?¶and,?¶and Shirtwaist,Shirtwaist Michaels,A ?¶the ?¶and,a ?¶and Shirtwaist,the Shirtwaist Michaels,scarf,specialty,dilemma,,,,,,
"Beauty's Punishment (Sleeping Beauty, #2)",Claiming Bared,Bared Sleeping,Sleeping Tristan,This Claiming Bared,The Bared Sleeping,the Sleeping Tristan,Roquelaure,erotica,eroticism,Claiming,Bared,Sleeping,,,
"The Negotiator (O'Malley, #1)",O'Malley,Danger,O'Malleys,O'Malley Danger,Danger O'Malleys,O'Malleys CBA,another O'Malley Danger,each Danger O'Malleys,all O'Malleys CBA,another O'Malley,each Danger,all O'Malleys,negotiator,surname,hostage
Can Love Happen Twice?,Ravin Singh,Singh Valentine,Valentine Story,every Ravin Singh,this Singh Valentine,that Valentine Story,chat,listener,rollercoaster,Ravin,Singh,Valentine,,,
"A Lion Among Men (The Wicked Years, #3)",Yackle Brrr,Brrr Cowardly,Cowardly Elphaba,some Yackle Brrr,no Brrr Cowardly,A Cowardly Elphaba,Yackle,Brrr,Cowardly,cub,oracle,payment,,,
"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Riftwar Kelewan,Kelewan Midkemia,Midkemia Saga,the Riftwar Kelewan,a Kelewan Midkemia,the Midkemia Saga,Riftwar,Kelewan,Midkemia,malign,Feist,twin,,,
This Boy's Life,Wolff Alaska,Alaska Toby,Toby Wolff,This Wolff Alaska,an Alaska Toby,a Toby Wolff,hostility,bumbling,stepfather,Wolff,Alaska,Toby,,,
"Patient Zero (Joe Ledger, #1)",Ledger Military,Military Homeland,Homeland Security,This Ledger Military,that Military Homeland,a Homeland Security,Ledger,Military,Homeland,response,twice,week,,,
Death Comes for the Archbishop,Latour Cather,Cather Willa,Willa Mexican,these Latour Cather,an Cather Willa,the Willa Mexican,custom,derelict,unfolding,,,,,,
Tartuffe,Tartuffe Moli√®re,Moli√®re ????Tartuffe,the Tartuffe Moli√®re,a Moli√®re ??the ??Tartuffe,unmasking,hypocrisy,satire,Moli√®re,,,,,,,
Passion Unleashed (Demonica #3),Wraith FORBIDDEN,FORBIDDEN DESIRES,DESIRES Seminus,an Wraith FORBIDDEN,a FORBIDDEN DESIRES,the DESIRES Seminus,Wraith,FORBIDDEN,DESIRES,,,,,,
"High School Debut, Vol. 01 (High School Debut, #1)",Haruna Nagashima,Nagashima Yoh,Yoh Komiyama,all Haruna Nagashima,a Nagashima Yoh,the Yoh Komiyama,softball,jock,energy,Haruna,Nagashima,Yoh,,,
Just for You (Little Critter),Critter Critter,both Critter Critter,lawn,breakfast,help,,,,,,,,,,
Amazonia,Amazon Rangers,Rangers Rand,Rand Army,any Amazon Rangers,both Rangers Rand,this Rand Army,Amazon,Rangers,Rand,rainforest,expedition,arm,,,
Blue Smoke,Reena,Hale,Reena Hale,Hale Reena,each Reena Hale,an Hale Reena,each Reena,an Hale,all Reena,firefighter,unit,instinct,,,
"Predator (Kay Scarpetta, #14)",Forensic Marino,Marino Benton,Benton Wesley,these Forensic Marino,any Marino Benton,the Benton Wesley,these Forensic,any Marino,the Benton,psychopath,niece,study,,,
Oblomov,Oblomov Ilyich,Ilyich Russia,Russia Oblomov,Some Oblomov Ilyich,these Ilyich Russia,an Russia Oblomov,trait,matrimony,gentry,,,,,,
