Where the Wild Things Are,Maurice Sendak,19543,4.22,620618,"['fantasy', 'fiction', 'children']","['370493', '24178', '23772', '233093', '4948', '32929', '6871646', '191139', '231850', '39988', '30119', '90072', '113946', '7784', '767680', '389627', '310258', '474858']","Max, a wild and naughty boy, is sent to bed without his supper by his exhausted mother. In his room, he imagines sailing far away to a land of Wild Things. Instead of eating him, the Wild Things make Max their king."
The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",7126,4.21,555822,"['fiction', 'action', 'historical']","['24280', '1953', '24583', '7144', '2623', '5297', '15823480', '2956', '1381', '12296', '1934', '2165', '6185', '10210', '14935', '17245', '157993', '1885']","Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumas’ epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.Robin Buss’s lively English translation is complete and unabridged, and remains faithful to the style of Dumas’s original. This edition includes an introduction, explanatory notes and suggestions for further reading."
The Road,Cormac McCarthy,6288,3.95,504793,"['fiction', 'horror', 'sci-fi']","['46945', '497199', '567678', '29908754', '9293020', '135836', '28676', '36236124', '332613', '41817486', '5129', '13079982', '4981', '7624', '40961427', '170448', '18334354', '53410239']","A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation."
"Allegiant (Divergent, #3)",Veronica Roth,18710190,3.63,463257,"['fiction', 'sci-fi', 'young-adult']","['7260188', '6148028', '7631105', '6186357', '49041', '1162543', '428263', '7864437', '18469079', '2767052', '1582996', '16248068', '3777732', '6752378', '18635016', '8755776', '6442769', '28186']","The faction-based society that Tris Prior once believed in is shattered - fractured by violence and power struggles and scarred by loss and betrayal. So when offered a chance to explore the world past the limits she's known, Tris is ready. Perhaps beyond the fence, she and Tobias will find a simple new life together, free from complicated lies, tangled loyalties, and painful memories.But Tris's new reality is even more alarming than the one she left behind. Old discoveries are quickly rendered meaningless. Explosive new truths change the hearts of those she loves. And once again, Tris must battle to comprehend to complexities of human nature - and of herself - while facing impossible choices about courage, allegiance, sacrifice, and love.Told from a riveting dual perspective, ALLEGIANT, by #1 New York Times best-selling author Veronica Roth, brings the DIVERGENT series to a powerful conclusion while revealing the secrets of the dystopian world that has captivated millions of readers in DIVERGENT and INSURGENT."
Bossypants,Tina Fey,9418327,3.94,506250,"['adult', 'women', 'historical']","['40645426', '20910157', '10335308', '43619901', '4137', '12868761', '17571564', '2203', '48847096', '8664353', '30268522', '29780253', '8683812', '19501', '48855', '6493208', '11084145', '1845']","Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.She has seen both these dreams come true.At last, Tina Fey's story can be told. From her youthful days as a vicious nerd to her tour of duty on Saturday Night Live; from her passionately halfhearted pursuit of physical beauty to her life as a mother eating things off the floor; from her one-sided college romance to her nearly fatal honeymoon—from the beginning of this paragraph to this final sentence.Tina Fey reveals all, and proves what we've all suspected: you're no one until someone calls you bossy."
A Walk to Remember,Nicholas Sparks,3473,4.15,546948,"['romance', 'drama', 'adult']","['12399371', '8361959', '15862240', '10818853', '41865', '11870085', '17347634', '7965909', '43483577', '18619684', '11857408', '15749186', '20582078', '49041', '428263', '3609760', '452306', '13536860']","A high school rebel and a minister's daughter find strength in each other in this star-crossed tale of ""young but everlasting love"" (Chicago Sun-Times).There was a time when the world was sweeter....when the women in Beaufort, North Carolina, wore dresses, and the men donned hats.... Every April, when the wind smells of both the sea and lilacs, Landon Carter remembers 1958, his last year at Beaufort High. Landon had dated a girl or two, and even once sworn that he'd been in love. Certainly the last person he thought he'd fall for was Jamie, the shy, almost ethereal daughter of the town's Baptist minister....Jamie, who was destined to show him the depths of the human heart-and the joy and pain of living. The inspiration for this novel came from Nicholas Sparks's sister: her life and her courage. From the internationally bestselling author Nicholas Sparks, comes his most moving story yet...."
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,9416,3.61,543658,"['romance', 'women', 'young-adult']","['5139', '227443', '42156', '227941', '228333', '366522', '33648131', '129645', '10818853', '14758', '14748', '452306', '17347634', '31101', '426775', '9301', '42149', '2120652']","Becky Bloomwood has a fabulous flat in London’s trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season’s must-haves. The only trouble is, she can’t actually afford it—not any of it. Her job writing at Successful Saving magazine not only bores her to tears, it doesn’t pay much at all. And lately Becky’s been chased by dismal letters from the bank—letters with large red sums she can’t bear to read. She tries cutting back. But none of her efforts succeeds. Her only consolation is to buy herself something . . . just a little something. Finally a story arises that Becky actually cares about, and her front-page article catalyzes a chain of events that will transform her life—and the lives of those around her—forever."
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,10572,4.4,523303,"['fiction', 'fantasy', 'sci-fi']","['15241', '18512', '33', '18337259', '50537798', '5', '6', '15881', '1', '34', '1215032', '5907', '2', '186074', '40603587', '68428', '7332', '13501']","A comet the color of blood and flame cuts across the sky. Two great leaders—Lord Eddard Stark and Robert Baratheon—who hold sway over an age of enforced peace are dead, victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns. Six factions struggle for control of a divided land and the Iron Throne of the Seven Kingdoms, preparing to stake their claims through tempest, turmoil, and war. It is a tale in which brother plots against brother and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous sorceress; and wild men descend from the Mountains of the Moon to ravage the countryside. Against a backdrop of incest and fratricide, alchemy and murder, victory may go to the men and women possessed of the coldest steel...and the coldest hearts. For when kings clash, the whole land trembles.Here is the second volume in George R.R. Martin magnificent cycle of novels that includes A Game of Thrones and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R.R. Martin stunning series is destined to stand as one of the great achievements of imaginative fiction."
The Memory Keeper's Daughter,Kim Edwards,10441,3.64,501430,"['fiction', 'drama', 'adult']","['10917', '37435', '137791', '12232938', '43641', '7763', '18619684', '4667024', '5168', '5203', '1241', '31685789', '556602', '929', '14864', '77203', '7445', '128029']","On a winter night in 1964, Dr. David Henry is forced by a blizzard to deliver his own twins. His son, born first, is perfectly healthy. Yet when his daughter is born, he sees immediately that she has Down's Syndrome. Rationalizing it as a need to protect Norah, his wife, he makes a split-second decision that will alter all of their lives forever. He asks his nurse to take the baby away to an institution and never to reveal the secret. But Caroline, the nurse, cannot leave the infant. Instead, she disappears into another city to raise the child herself. So begins this story that unfolds over a quarter of a century - in which these two families, ignorant of each other, are yet bound by the fateful decision made that long-ago winter night. Norah Henry, who knows only that her daughter died at birth, remains inconsolable; her grief weighs heavily on their marriage. And Paul, their son, raises himself as best he can, in a house grown cold with mourning. Meanwhile, Phoebe, the lost daughter, grows from a sunny child to a vibrant young woman whose mother loves her as fiercely as if she were her own."
"Me Before You (Me Before You, #1)",Jojo Moyes,15507958,4.27,587647,"['romance', 'fiction', 'women']","['33648131', '11870085', '10818853', '41865', '35545737', '22557272', '6442769', '15749186', '19288043', '5139', '18619684', '12399371', '10917', '366522', '15745753', '4667024', '9416', '5526']","Discover the love story that captured over 20 million hearts in Me Before You, After You, and Still Me.They had nothing in common until love gave them everything to lose . . .Louisa Clark is an ordinary girl living an exceedingly ordinary life—steady boyfriend, close family—who has barely been farther afield than their tiny village. She takes a badly needed job working for ex–Master of the Universe Will Traynor, who is wheelchair bound after an accident. Will has always lived a huge life—big deals, extreme sports, worldwide travel—and now he’s pretty sure he cannot live the way he is.Will is acerbic, moody, bossy—but Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.A Love Story for this generation and perfect for fans of John Green’s The Fault in Our Stars, Me Before You brings to life two people who couldn’t have less in common—a heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?"
Catch-22,Joseph Heller,168668,3.98,563265,"['adult', 'fiction', 'historical']","['4981', '5107', '5129', '40961427', '386162', '18114322', '13079982', '890', '170448', '4671', '332613', '7624', '41817486', '2657', '2165', '4214', '6288', '135479']","The novel is set during World War II, from 1942 to 1944. It mainly follows the life of Captain John Yossarian, a U.S. Army Air Forces B-25 bombardier. Most of the events in the book occur while the fictional 256th Squadron is based on the island of Pianosa, in the Mediterranean Sea, west of Italy. The novel looks into the experiences of Yossarian and the other airmen in the camp, who attempt to maintain their sanity while fulfilling their service requirements so that they may return home."
Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",6900,4.06,556518,"['philosophy', 'fiction', 'historical']","['19501', '40611510', '252577', '7445', '60748', '1845', '1617', '12262741', '12691', '49436', '18144590', '25899336', '13214', '4667024', '77203', '48855', '13912', '1898']","Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live."
Middlesex,Jeffrey Eugenides,2187,3.98,488243,"['historical', 'fiction', 'adult']","['7244', '17333223', '3985', '297673', '3805', '6867', '37435', '18619684', '29044', '7905092', '43641', '4214', '6334', '5203', '12232938', '929', '227711', '77203']","Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michigan. To understand why Calliope is not like other girls, she has to uncover a guilty family secret, and the astonishing genetic history that turns Callie into Cal, one of the most audacious and wondrous narrators in contemporary fiction. Lyrical and thrilling, Middlesex is an exhilarating reinvention of the American epic."
The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",24583,3.89,555359,"['fiction', 'action', 'young-adult']","['1953', '18135', '2165', '157993', '12296', '18254', '2623', '1381', '1934', '7126', '295', '890', '37677', '2932', '5326', '2998', '1420', '24280']","An adventure story for children, The Adventures of Tom Sawyer is a fun-filled book that shows life along the Mississippi River in the 1840s. Written by Mark Twain, the book shows masterfully-done satire, racism, childhood, and the importance of loyalty and courage- no matter the cost."
"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,18131,4.04,615907,"['fiction', 'fantasy', 'young-adult']","['3980', '136251', '76620', '7624', '3', '28187', '3636', '100915', '205821', '24178', '39280444', '38709', '106264', '2767052', '6319', '18116', '13335037', '9460487']","It was a dark and stormy night.Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet."
The Joy Luck Club,Amy Tan,7763,3.9,515090,"['fiction', 'women', 'adult']","['7767', '10441', '37435', '137791', '52892857', '7244', '14891', '929', '480479', '5203', '6149', '5107', '10917', '7069', '4473', '37415', '4667024', '4989']","Four mothers, four daughters, four families, whose histories shift with the four winds depending on who's telling the stories. In 1949, four Chinese women, recent immigrants to San Francisco, meet weekly to play mahjong and tell stories of what they left behind in China. United in loss and new hope for their daughters' futures, they call themselves the Joy Luck Club. Their daughters, who have never heard these stories, think their mothers' advice is irrelevant to their modern American lives – until their own inner crises reveal how much they've unknowingly inherited of their mothers' pasts. With wit and sensitivity, Amy Tan examines the sometimes painful, often tender, and always deep connection between mothers and daughters. As each woman reveals her secrets, trying to unravel the truth about her life, the strings become more tangled, more entwined. Mothers boast or despair over daughters, and daughters roll their eyes even as they feel the inextricable tightening of their matriarchal ties. Tan is an astute storyteller, enticing readers to immerse themselves into these lives of complexity and mystery."
The Handmaid's Tale,Margaret Atwood,38447,4.06,607889,"['fantasy', 'fiction', 'sci-fi']","['7624', '2657', '40961427', '4671', '1885', '170448', '10210', '5107', '136251', '19288043', '4667024', '5129', '13079982', '46945', '77203', '76620', '135836', '15823480']","Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now . . . Funny, unexpected, horrifying, and altogether convincing, The Handmaid's Tale is at once scathing satire, dire warning, and tour de force."
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,452306,3.75,525706,"['fiction', 'women', 'young-adult']","['33648131', '137791', '5139', '14758', '10917', '9416', '42156', '228333', '38709', '35545737', '227443', '38980', '12399371', '366522', '10818853', '5526', '402014', '8361959']","Carmen got the jeans at a thrift shop. They didn’t look all that great: they were worn, dirty, and speckled with bleach. On the night before she and her friends part for the summer, Carmen decides to toss them. But Tibby says they’re great. She'd love to have them. Lena and Bridget also think they’re fabulous. Lena decides that they should all try them on. Whoever they fit best will get them. Nobody knows why, but the pants fit everyone perfectly. Even Carmen (who never thinks she looks good in anything) thinks she looks good in the pants. Over a few bags of cheese puffs, they decide to form a sisterhood and take the vow of the Sisterhood of the Traveling Pants . . . the next morning, they say good-bye. And then the journey of the pants — and the most memorable summer of their lives — begins."
Lolita,"Vladimir Nabokov, Craig Raine",7604,3.88,469836,"['romance', 'fiction', 'drama']","['5297', '41817486', '5107', '320', '49552', '7144', '485894', '6514', '2165', '40961427', '170448', '4671', '9717', '6185', '332613', '2175', '5129', '4981']","Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Lolita Haze, his landlady's gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance; but when Lo herself starts looking for attention elsewhere, he will carry her off on a desperate cross-country misadventure, all in the name of Love. Hilarious, flamboyant, heart-breaking and full of ingenious word play, Lolita is an immaculate, unforgettable masterpiece of obsession, delusion and lust."
"The Firm (Penguin Readers, Level 5)",John Grisham,5358,3.99,488269,"['thriller', 'mystery', 'fiction']","['32499', '5359', '32542', '24192', '142750', '7869', '19691', '13145', '5349', '1432640', '32682', '23807', '960', '540020', '40612032', '11125', '976', '5355']","Adaptation for younger readers.Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations."
Room,Emma Donoghue,7937843,4.03,511360,"['fiction', 'drama', 'adult']","['12232938', '10917', '4667024', '19288043', '22557272', '18619684', '43641', '1618', '37435', '77203', '128029', '10441', '17347634', '33516773', '4214', '22628', '18045891', '929']","To five-year-old-Jack, Room is the world....Told in the inventive, funny, and poignant voice of Jack, Room is a celebration of resilience—and a powerful story of a mother and son whose love lets them survive the impossible.To five-year-old Jack, Room is the entire world. It is where he was born and grew up; it's where he lives with his Ma as they learn and read and eat and sleep and play. At night, his Ma shuts him safely in the wardrobe, where he is meant to be asleep when Old Nick visits. Room is home to Jack, but to Ma, it is the prison where Old Nick has held her captive for seven years. Through determination, ingenuity, and fierce motherly love, Ma has created a life for Jack. But she knows it's not enough ... not for her or for him. She devises a bold escape plan, one that relies on her young son's bravery and a lot of luck. What she does not realize is just how unprepared she is for the plan to actually work. Told entirely in the language of the energetic, pragmatic five-year-old Jack, Room is a celebration of resilience and the limitless bond between parent and child, a brilliantly executed novel about what it means to journey from one world to another."
Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",1420,4.0,515820,"['fiction', 'young-adult', 'drama']","['1381', '35031085', '485894', '5297', '12296', '1554', '157993', '18545', '7144', '2165', '52357', '49552', '1371', '2956', '24583', '2623', '6185', '4671']","Among Shakespeare's plays, ""Hamlet"" is considered by many his masterpiece. Among actors, the role of Hamlet, Prince of Denmark, is considered the jewel in the crown of a triumphant theatrical career. Now Kenneth Branagh plays the leading role and co-directs a brillant ensemble performance. Three generations of legendary leading actors, many of whom first assembled for the Oscar-winning film ""Henry V"", gather here to perform the rarely heard complete version of the play. This clear, subtly nuanced, stunning dramatization, presented by The Renaissance Theatre Company in association with ""Bbc"" Broadcasting, features such luminaries as Sir John Gielgud, Derek Jacobi, Emma Thompson and Christopher Ravenscroft. It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life. Revealing new riches with each listening, this production of ""Hamlet"" is an invaluable aid for students, teachers and all true lovers of Shakespeare - a recording to be treasured for decades to come."
Dune (Dune Chronicles #1),Frank Herbert,234225,4.19,485032,"['fantasy', 'fiction', 'sci-fi']","['375802', '386162', '29579', '99219', '5907', '36402034', '77566', '18007564', '70535', '13496', '34', '40961427', '30013', '41804', '350', '6088007', '17214', '112537']","Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source of the 'spice' melange, the most important and valuable substance in the cosmos. The story explores the complex, multi-layered interactions of politics, religion, ecology, technology, and human emotion as the forces of the empire confront each other for control of Arrakis.Published in 1965, it won the Hugo Award in 1966 and the inaugural Nebula Award for Best Novel. Dune is frequently cited as the world's best-selling sf novel."
Steve Jobs,Walter Isaacson,11084145,4.09,560715,"['adult', 'science', 'historical']","['48855', '25541028', '8664353', '2203', '9151181', '4865', '1202', '36072', '18050143', '2612', '10127019', '69571', '17851885', '9021', '3228917', '30186948', '9418327', '11468377']","Ekskluzywna biografia twórcy firmy Apple - Steave'a Jobsa (jedyna napisana przy jego współpracy) pióra Waltera Isaacsona, autora bestsellerowych biografii Benjamina Franklina i Alberta Einsteina. Opierając się na ponad czterdziestu rozmowach z Jobsem, przeprowadzonych w ciągu dwóch lat, a także na wywiadach z ponad setką osób; członkami rodziny, przyjaciółmi, przeciwnikami, konkurentami i kolegami Jobsa, Walter Isaacson spisał wciągającą opowieść o pełnym wzlotów i upadków życiu oraz płomiennej osobowości twórczego przedsiębiorcy, którego wykraczająca poza wszelkie schematy pasja i perfekcjonizm zrewolucjonizowały sześć branż: komputery osobiste, filmy animowane, muzykę, telefony, tablety i publikacje cyfrowe."
One Flew Over the Cuckoo's Nest,Ken Kesey,332613,4.18,491642,"['fiction', 'young-adult', 'adult']","['46945', '497199', '567678', '135836', '29908754', '9293020', '36236124', '28676', '41817486', '12926063', '4031', '6288', '40961427', '5129', '9914', '7624', '13079982', '23966']","Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy – the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness."
The Old Man and the Sea,Ernest Hemingway,2165,3.73,520630,"['fiction', 'action', 'young-adult']","['170448', '485894', '157993', '49552', '5107', '40961427', '890', '7144', '5297', '4671', '24583', '18144590', '13079982', '5129', '320', '2956', '52036', '18114322']","This short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses — specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954."
The Grapes of Wrath,John Steinbeck,4395,3.92,322321,"['fiction', 'young-adult', 'historical']","['7624', '4934', '2657', '5107', '4671', '15823480', '76620', '40961427', '2165', '332613', '135836', '12296', '168668', '2956', '170448', '4981', '5129', '18405']","Steinbeck’s Pulitzer Prize-winning epic of the Great Depression chronicles the Dust Bowl migration of the 1930s and tells the story of one Oklahoma farm family, the Joads—driven from their homestead and forced to travel west to the promised land of California. Out of their trials and their repeated collisions against the hard realities of an America divided into Haves and Have-Nots evolves a drama that is intensely human yet majestic in its scale and moral vision, elemental yet plainspoken, tragic but ultimately stirring in its human dignity. A portrait of the conflict between the powerful and the powerless, of one man’s fierce reaction to injustice, and of one woman’s stoical strength, the novel captures the horrors of the Great Depression and probes into the very nature of equality and justice in America. At once a naturalistic epic, captivity narrative, road novel, and transcendental gospel, Steinbeck’s powerful landmark novel is perhaps the most American of American Classics."
The Five People You Meet in Heaven,Mitch Albom,3431,3.9,449501,"['romance', 'fiction', 'young-adult']","['7933292', '40874325', '56495', '89375', '18170833', '27523', '10917', '12232938', '18144590', '73186', '40611510', '23878688', '19501', '381421', '4667024', '33648131', '11422', '3206011']","From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?"""
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,8127,4.23,502247,"['fiction', 'children', 'young-adult']","['2998', '1934', '125404', '39988', '2657', '10210', '14935', '8337', '236093', '1885', '8248', '99107', '24178', '6324090', '6969', '6310', '40940121', '100915']","As soon as Anne Shirley arrives at the snug white farmhouse called Green Gables, she is sure she wants to stay forever . . . but will the Cuthberts send her back to to the orphanage? Anne knows she's not what they expected—a skinny girl with fiery red hair and a temper to match. If only she can convince them to let her stay, she'll try very hard not to keep rushing headlong into scrapes and blurting out the first thing that comes to her mind. Anne is not like anyone else, the Cuthberts agree; she is special—a girl with an enormous imagination. This orphan girl dreams of the day when she can call herself Anne of Green Gables."
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,3777732,4.34,593173,"['fantasy', 'horror', 'young-adult']","['6339664', '11735983', '13335037', '49041', '1162543', '561456', '428263', '18710190', '6148028', '7260188', '7896527', '345627', '16096824', '16718143', '6487308', '16248068', '28186', '10507293']","Also see: Alternate Cover Editions for this ISBN [ACE]  
  ACE #1
To save her mother's life, Clary must travel to the City of Glass, the ancestral home of the Shadowhunters - never mind that entering the city without permission is against the Law, and breaking the Law could mean death. To make things worse, she learns that Jace does not want her there, and Simon has been thrown in prison by the Shadowhunters, who are deeply suspicious of a vampire who can withstand sunlight.As Clary uncovers more about her family's past, she finds an ally in mysterious Shadowhunter Sebastian. With Valentine mustering the full force of his power to destroy all Shadowhunters forever, their only chance to defeat him is to fight alongside their eternal enemies. But can Downworlders and Shadowhunters put aside their hatred to work together? While Jace realizes exactly how much he's willing to risk for Clary, can she harness her newfound powers to help save the Glass City - whatever the cost?Love is a mortal sin and the secrets of the past prove deadly as Clary and Jace face down Valentine in the third installment of the New York Times bestselling series The Mortal Instruments."
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,62291,4.54,469022,"['fiction', 'fantasy', 'sci-fi']","['18512', '15241', '33', '1215032', '18337259', '186074', '6', '34', '5907', '5', '7332', '15881', '1', '2', '40603587', '68428', '45978', '944073']","An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords..."
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,137791,3.79,465676,"['fiction', 'women', 'adult']","['452306', '228333', '37435', '5168', '14758', '10441', '480479', '14748', '5139', '227443', '5203', '43641', '4667024', '33648131', '29547', '42156', '12232938', '10917']","When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for."
"Outlander (Outlander, #1)",Diana Gabaldon,10964,4.2,515547,"['romance', 'fantasy', 'fiction']","['23735874', '4667024', '18143977', '5043', '19063', '10818853', '33648131', '18405', '929', '41865', '1885', '43641', '18619684', '16181', '17347634', '2429135', '960', '9542439']","The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding border clans in the year of Our Lord...1743. Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desire—and between two vastly different men in two irreconcilable lives."
The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",12296,3.37,509883,"['romance', 'historical', 'young-adult']","['2956', '2623', '18135', '17250', '1953', '4671', '890', '24583', '8852', '1381', '1420', '6185', '35031085', '10210', '18114322', '2657', '14935', '7624']","Nathaniel Hawthorne's THE SCARLET LETTER reaches to our nation's historical and moral roots for the material of great tragedy. Set in an early New England colony, the novel shows the terrible impact a single, passionate act has on the lives of three members of the community: the defiant Hester Prynne; the fiery, tortured Reverend Dimmesdale; and the obsessed, vengeful Chillingworth.With THE SCARLET LETTER, Hawthorne became the first American novelist to forge from our Puritan heritage a universal classic, a masterful exploration of humanity's unending struggle with sin, guilt and pride."
